material Group_Number_difference Pauling_EN Gordy_EN Mulliken_EN Mulliken_Mean_EN Pauling_Mean_EN Gordy_Mean_EN Sum_of_Valence_e- Atomic_number_sum Atomic_radius_sum Covalent_radius_sum Covalent_radius_ratio 2xcovalent_radius_difference Crystal_radius_sum Crystal_radius_ratio 2xcrystal_radius_difference Period_number_difference Quantum_number_sum Quantum_number_difference Martynov-Batsanov_EN Allred-Rochow_EN Martynov-Batsanov_Mean_EN Allred-Rochow_Mean_EN Martynov_Ionic_Character Atomic_radius_ratio Zungerradius_sum_ratio 2xZunger_radius_sum_difference Ionic_radius_ratio 2xionic_radius_difference Group_number_sum Family_number_sum
CdPr_group1 9 0.56 0.7208 1.23 3.715 1.41 4.2791 15 107 3.4 3.13 0.8969696970000001 0.34 2.24 0.696969697 0.8 1 3 3 0.3 0.43 1.25 1.305 0.022248762999999998 0.837837838 0.49441964299999996 4.53 0.837837838 0.6 15 7
CdCe_group1 9 0.57 0.6547 1.23 3.715 1.405 4.24605 15 106 3.4 3.13 0.8969696970000001 0.34 2.07 0.8 0.46 1 3 3 0.3 0.43 1.25 1.305 0.022248762999999998 0.837837838 0.49222222200000004 4.57 0.837837838 0.6 15 7
CdLa_group1 9 0.59 0.5981 1.23 3.715 1.395 4.21775 15 105 3.5 3.17 0.875739645 0.42 2.28 0.6764705879999999 0.88 1 2 2 0.05 0.43 1.375 1.305 0.000624805 0.794871795 0.7191558440000001 1.73 0.794871795 0.8 15 7
CdBa_group1 10 0.8 0.5512 1.93 3.365 1.29 4.1943 14 104 3.7 3.46 0.747474747 1.0 2.41 0.617449664 1.14 1 0 0 0.32 0.639 1.24 1.2005 0.025275098 0.7209302329999999 0.651087596 2.374 0.7209302329999999 1.2 14 6
AgYb_group1 8 0.83 2.1487 1.34 3.77 1.515 4.92655 14 117 3.35 2.9 0.8589743590000001 0.44 2.42 0.875968992 0.32 1 3 3 0.03 0.78 1.085 1.48 0.000224975 0.914285714 0.661559889 2.43 0.914285714 0.3 14 7
AgTm_group1 8 0.68 1.9769 1.34 3.77 1.59 4.84065 14 116 3.35 2.9 0.8589743590000001 0.44 2.31 0.790697674 0.54 1 3 3 0.13 0.78 1.135 1.48 0.004216087 0.914285714 0.6597222220000001 2.45 0.914285714 0.3 14 7
CdTb_group1 9 0.49 1.3193 1.23 3.715 1.445 4.57835 15 113 3.3 3.07 0.93081761 0.22 2.1 0.779661017 0.52 1 3 3 0.2 0.43 1.3 1.305 0.009950166 0.8857142859999999 0.56940874 3.35 0.8857142859999999 0.4 15 7
ClCs_group1 16 2.37 2.412 6.12 5.24 1.975 5.6386 8 72 3.6 3.34 0.421276596 2.72 3.48 0.922651934 0.28 3 1 1 2.21 2.21 1.875 1.764 0.7050722890000001 0.384615385 0.234338747 6.6 0.384615385 3.2 18 9
TlBi_group1 2 0.4 0.16699999999999998 1.49 3.945 1.82 4.7453 8 164 3.5 2.94 0.986486486 0.04 2.2 0.88034188 0.28 0 2 0 0.45 0.221 1.915 1.8995 0.049364908 0.842105263 0.893512304 0.47600000000000003 0.842105263 0.6 28 10
MgCe_group1 1 0.19 1.5989 0.65 3.425 1.215 3.77395 5 70 3.35 3.01 0.824242424 0.58 2.01 0.7478260870000001 0.58 3 3 3 0.21 0.203 1.205 1.1915 0.010964446999999999 0.810810811 0.451111111 4.94 0.810810811 0.7 5 5
MgPr_group1 1 0.18 1.665 0.65 3.425 1.22 3.807 5 71 3.35 3.01 0.824242424 0.58 2.18 0.651515152 0.92 3 3 3 0.21 0.203 1.205 1.1915 0.010964446999999999 0.810810811 0.453125 4.9 0.810810811 0.7 5 5
MgNd_group1 1 0.17 1.7407 0.65 3.425 1.225 3.84485 5 72 3.35 3.2 0.739130435 0.96 2.16 0.661538462 0.88 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.810810811 0.50877193 3.92 0.810810811 0.7 5 5
MgSm_group1 1 0.14 1.921 0.65 3.425 1.24 3.935 5 74 3.35 2.98 0.839506173 0.52 1.96 0.7818181820000001 0.48 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.810810811 0.49033816399999997 4.22 0.810810811 0.7 5 5
MgEu_group1 1 1.31 2.0256 0.65 3.425 0.655 3.9873 5 75 3.35 3.21 0.735135135 0.98 2.17 0.65648855 0.9 3 3 3 0.16 0.203 1.23 1.1915 0.006379564 0.810810811 0.515228426 3.82 0.810810811 0.7 5 5
MgGd_group1 1 0.11 2.1397 0.65 3.425 1.255 4.04435 5 76 3.3 2.97 0.8447204970000001 0.5 1.94 0.796296296 0.44 3 3 3 0.21 0.203 1.205 1.1915 0.010964446999999999 0.833333333 0.519181586 3.76 0.833333333 0.6 5 5
AlSc_group1 10 0.25 0.4509 0.11 3.285 1.485 3.29825 6 34 2.85 2.62 0.819444444 0.52 1.42 0.595505618 0.72 1 3 1 0.14 0.423 1.57 1.4015 0.004888015 0.78125 0.609090909 2.15 0.78125 0.7 16 8
MgTb_group1 1 0.11 2.2635 0.65 3.425 1.255 4.10625 5 77 3.25 2.95 0.855345912 0.46 2.04 0.7288135590000001 0.64 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.857142857 0.5218509 3.72 0.857142857 0.5 5 5
AlFe_group1 5 0.22 0.1047 0.83 3.645 1.72 3.47135 11 39 2.65 2.35 0.9915254240000001 0.02 1.22 0.768115942 0.32 1 3 1 0.03 0.187 1.655 1.7065 0.000224975 0.892857143 0.793838863 0.87 0.892857143 0.3 21 8
MgDy_group1 1 0.09 2.3969 0.65 3.425 1.265 4.17295 5 78 3.25 2.95 0.855345912 0.46 1.91 0.819047619 0.38 3 3 3 0.16 0.203 1.23 1.1915 0.006379564 0.857142857 0.553133515 3.28 0.857142857 0.5 5 5
AlCo_group1 4 0.27 0.0261 1.07 3.765 1.745 3.51065 12 40 2.6 2.34 0.983050847 0.04 1.07 0.981481481 0.02 1 3 1 0.08 0.22699999999999998 1.68 1.7265 0.001598721 0.9259259259999999 0.829207921 0.69 0.9259259259999999 0.2 22 8
AlNi_group1 3 0.3 0.0554 1.17 3.815 1.76 3.5514 13 41 2.6 2.33 0.974576271 0.06 1.23 0.7571428570000001 0.34 1 3 1 0.12 0.267 1.7 1.7465 0.003593528 0.9259259259999999 0.768348624 1.01 0.9259259259999999 0.2 23 8
SiRh_group1 5 0.38 0.45899999999999996 0.47 4.535 2.09 3.9557 13 59 2.45 2.36 0.888 0.28 1.21 0.49382716 0.82 2 3 1 0.01 0.35600000000000004 1.985 1.7380000000000002 2.5e-05 0.814814815 0.563492063 2.2 0.814814815 0.5 23 10
AlY_group1 10 0.39 0.1194 0.04 3.21 1.415 3.464 6 52 3.05 2.8 0.728395062 0.88 1.57 0.509615385 1.02 2 3 1 0.23 0.493 1.525 1.3665 0.013137933999999999 0.694444444 0.569727891 2.53 0.6756756759999999 1.2 16 8
SiRu_group1 6 0.3 0.5184 0.27 4.635 2.05 3.926 12 58 2.4 2.36 0.888 0.28 1.22 0.487804878 0.84 2 3 1 0.01 0.376 1.975 1.7280000000000002 2.5e-05 0.846153846 0.545105566 2.37 0.846153846 0.4 22 10
AlRu_group1 5 0.59 0.1431 1.27 3.865 1.905 3.59525 11 57 2.55 2.43 0.9440000000000001 0.14 1.35 0.646341463 0.58 2 3 1 0.33 0.073 1.805 1.5765 0.02685774 0.961538462 0.642994242 1.86 0.961538462 0.1 21 9
AlRh_group1 4 0.67 0.2025 1.07 3.765 1.945 3.62495 12 58 2.6 2.43 0.9440000000000001 0.14 1.34 0.6543209879999999 0.56 2 3 1 0.35 0.053 1.815 1.5865 0.030160805 0.9259259259999999 0.66468254 1.69 0.9259259259999999 0.2 22 9
AlPd_group1 3 0.59 0.2643 1.22 3.84 1.905 3.65585 13 59 2.65 2.46 0.921875 0.2 1.31 0.6794871790000001 0.5 2 3 1 0.44 0.023 1.86 1.6015 0.04724739 0.892857143 0.683673469 1.55 0.892857143 0.3 23 9
MgHo_group1 1 0.08 2.5398 0.65 3.425 1.27 4.2444 5 79 3.25 2.94 0.8607594940000001 0.44 1.9 0.826923077 0.36 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.857142857 0.556164384 3.24 0.857142857 0.5 5 5
MgEr_group1 1 0.07 2.6924 0.65 3.425 1.275 4.3207 5 80 3.25 2.93 0.866242038 0.42 1.89 0.834951456 0.34 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.857142857 0.55922865 3.2 0.857142857 0.5 5 5
AlRe_group1 6 0.29 3.4803 0.79 3.625 1.755 5.26385 10 88 2.6 2.46 0.921875 0.2 1.3 0.688311688 0.48 3 3 1 0.42 0.013000000000000001 1.85 1.6065 0.043141733 0.9259259259999999 0.625 2.01 0.9259259259999999 0.2 20 9
AlOs_group1 5 0.59 3.7098 1.67 4.065 1.905 5.3786 11 89 2.55 2.44 0.936507937 0.16 1.3 0.688311688 0.48 3 3 1 0.21 0.037000000000000005 1.745 1.6315 0.010964446999999999 0.961538462 0.632075472 1.95 0.961538462 0.1 21 9
AlIr_group1 4 0.59 3.9108 2.17 4.315 1.905 5.4791 12 90 2.6 2.45 0.9291338579999999 0.18 1.3 0.688311688 0.48 3 3 1 0.23 0.067 1.755 1.6465 0.013137933999999999 0.9259259259999999 0.637366819 1.906 0.9259259259999999 0.2 22 9
AlPt_group1 3 0.67 4.1971 2.37 4.415 1.945 5.62225 13 91 2.6 2.48 0.907692308 0.24 1.27 0.716216216 0.42 3 3 1 0.27 0.107 1.775 1.6665 0.018059929 0.9259259259999999 0.62037037 2.05 0.9259259259999999 0.2 23 9
AlAu_group1 2 0.93 4.4554 2.54 4.5 2.075 5.7514 14 92 2.6 2.52 0.880597015 0.32 2.04 0.35099337700000005 1.96 3 3 1 0.45 0.307 1.415 1.7665 0.049364908 0.9259259259999999 0.629699248 1.97 0.9259259259999999 0.2 24 9
MgTm_group1 1 0.06 2.8546 0.65 3.425 1.28 4.4018 5 81 3.25 2.92 0.871794872 0.4 1.88 0.843137255 0.32 3 3 3 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.857142857 0.563888889 3.14 0.857142857 0.5 5 5
MgYb_group1 1 0.21 3.0264 0.65 3.425 1.205 4.4877 5 82 3.25 2.92 0.871794872 0.4 1.99 0.7610619470000001 0.54 3 3 3 0.21 0.203 1.205 1.1915 0.010964446999999999 0.857142857 0.56545961 3.12 0.857142857 0.5 5 5
MgLu_group1 1 0.04 3.2079 0.65 3.425 1.29 4.57845 5 83 3.25 2.92 0.871794872 0.4 1.86 0.86 0.28 3 2 2 0.11 0.203 1.255 1.1915 0.0030204290000000003 0.857142857 0.602373887 2.68 0.857142857 0.5 5 5
MgHg_group1 10 0.69 5.2724 1.16 4.33 1.655 5.6107 14 92 3.0 2.85 0.912751678 0.26 1.69 0.9651162790000001 0.06 3 2 2 0.18 0.467 1.4 1.5265 0.008067283 1.0 0.842323651 0.76 1.0 0.0 14 6
MgLa_group1 1 0.21 1.5423 0.65 3.425 1.205 3.74565 5 69 3.45 3.05 0.804733728 0.66 2.22 0.6323529410000001 1.0 3 2 2 0.04 0.203 1.33 1.1915 0.00039992 0.7692307690000001 0.659090909 2.1 0.7692307690000001 0.9 5 5
MgAu_group1 9 1.23 5.0046 2.02 4.76 1.925 5.4768 13 91 2.85 2.7 0.985294118 0.04 2.37 0.5695364239999999 1.3 3 2 2 0.12 0.627 1.25 1.6065 0.003593528 0.9 0.763157895 1.26 0.9 0.3 13 6
MgPd_group1 8 0.89 0.8135 0.7 4.1 1.755 3.38125 12 58 2.9 2.64 0.9411764709999999 0.16 1.64 0.9069767440000001 0.16 2 2 2 0.77 0.297 1.695 1.4415 0.13776291 0.933333333 0.828571429 0.84 0.933333333 0.2 12 6
LiPd_group1 9 1.22 0.5657 1.44 3.73 1.59 3.50515 11 49 2.85 2.91 0.7852760740000001 0.7 1.68 0.8666666670000001 0.24 3 2 2 1.18 0.6779999999999999 1.49 1.251 0.29397173 0.9655172409999999 0.6571428570000001 1.68 0.9655172409999999 0.1 11 5
LiAg_group1 10 0.95 0.6299 1.43 3.725 1.455 3.53725 12 50 3.05 2.97 0.82208589 0.58 2.19 0.697674419 0.78 3 0 0 0.17 0.958 0.985 1.391 0.007198962 0.90625 0.677894737 1.53 0.90625 0.3 12 5
LiAu_group1 10 1.56 4.7568 2.76 4.39 1.76 5.6007 12 82 2.8 2.97 0.82208589 0.58 2.41 0.59602649 1.22 4 2 2 0.29 1.008 1.045 1.416 0.020805516 0.931034483 0.605263158 2.1 0.931034483 0.2 12 5
LiHg_group1 11 1.02 5.0246 1.9 3.96 1.49 5.7346 13 83 2.95 3.12 0.9141104290000001 0.28 1.73 0.922222222 0.14 4 2 2 0.59 0.848 1.195 1.3359999999999999 0.083345821 0.966666667 0.668049793 1.6 0.966666667 0.1 13 5
LiTl_group1 12 0.64 1.4395 0.19 3.105 1.3 3.94205 4 84 3.35 3.11 0.90797546 0.3 1.93 0.873786408 0.26 4 1 1 0.79 0.877 1.295 1.3505 0.144462198 0.763157895 0.720357942 1.25 0.763157895 0.9 14 6
LiPb_group1 13 0.82 1.5181 0.89 3.455 1.39 3.98135 5 85 3.25 3.1 0.901840491 0.32 2.39 0.604026846 1.18 4 1 1 1.02 0.9420000000000001 1.41 1.383 0.229025515 0.805555556 0.7703349279999999 0.96 0.805555556 0.7 15 6
BeCo_group1 7 0.31 0.2966 0.6 4.6 1.725 3.6459 11 31 2.4 2.06 0.7758620690000001 0.52 0.95 0.759259259 0.26 2 2 2 0.27 0.264 1.585 1.7080000000000002 0.018059929 0.7777777779999999 0.534653465 1.88 0.7777777779999999 0.6 11 5
BeNi_group1 8 0.34 0.2151 0.5 4.65 1.74 3.68665 12 32 2.4 2.05 0.7826086959999999 0.5 1.11 0.585714286 0.58 2 2 2 0.31 0.304 1.605 1.7280000000000002 0.023738697000000003 0.7777777779999999 0.49541284399999996 2.2 0.7777777779999999 0.6 12 5
BeCu_group1 9 0.33 0.1305 0.42 4.69 1.735 3.72895 13 33 2.4 2.07 0.7692307690000001 0.54 1.12 0.577464789 0.6 2 2 2 0.37 0.27399999999999997 1.265 1.713 0.033645949 0.7777777779999999 0.529411765 1.92 0.7777777779999999 0.6 13 5
MgAg_group1 9 0.62 0.8777 0.69 4.095 1.62 3.41335 13 59 3.1 2.7 0.985294118 0.04 2.15 0.666666667 0.86 2 0 0 0.24 0.5770000000000001 1.19 1.5815 0.014296816 0.9375 0.854736842 0.69 0.9375 0.2 13 6
BePd_group1 8 0.63 0.0062 0.45 4.675 1.885 3.7911 12 50 2.45 2.18 0.703125 0.76 1.19 0.5256410260000001 0.74 3 2 2 0.63 0.013999999999999999 1.765 1.5830000000000002 0.094461061 0.75 0.440816327 2.74 0.75 0.7 12 6
BeRh_group1 7 0.71 0.068 0.6 4.6 1.925 3.7602 11 49 2.4 2.15 0.72 0.7 1.22 0.50617284 0.8 3 2 2 0.54 0.016 1.72 1.568 0.070306205 0.7777777779999999 0.428571429 2.88 0.7777777779999999 0.6 11 6
MgTl_group1 11 0.31 1.6873 0.55 3.475 1.465 3.81815 5 93 3.4 2.84 0.9189189190000001 0.24 1.89 0.834951456 0.34 3 1 1 0.38 0.496 1.5 1.541 0.035456166000000004 0.7894736840000001 0.908277405 0.41 0.7894736840000001 0.8 15 7
MgRh_group1 7 0.97 0.7517 0.55 4.025 1.795 3.35035 11 57 2.85 2.61 0.919117647 0.22 1.67 0.941860465 0.1 2 2 2 0.68 0.267 1.65 1.4265 0.109168515 0.9 0.805555556 0.98 0.9 0.3 11 6
MgY_group1 1 0.09 0.4298 0.56 3.47 1.265 3.1894 5 51 3.3 2.98 0.839506173 0.52 1.9 0.826923077 0.36 2 2 2 0.1 0.17300000000000001 1.36 1.2065 0.0024968779999999997 0.833333333 0.69047619 1.82 0.810810811 0.7 5 5
MgSc_group1 1 0.05 0.0983 0.41 3.545 1.335 3.02365 5 33 3.1 2.8 0.944444444 0.16 1.75 0.966292135 0.06 1 2 2 0.19 0.10300000000000001 1.405 1.2415 0.008984397 0.9375 0.7381818179999999 1.44 0.9375 0.2 5 5
MgSr_group1 0 0.36 0.3843 1.75 2.875 1.13 3.16665 4 50 3.5 3.27 0.712041885 1.1 2.18 0.651515152 0.92 2 0 0 0.18 0.33 1.22 1.128 0.008067283 0.75 0.632398754 2.36 0.75 1.0 4 4
NaCl_group2 16 2.23 4.3068 5.45 5.575 2.045 4.6912 8 28 2.8 2.53 0.642857143 1.1 2.83 0.6946107779999999 1.02 0 1 1 2.09 2.0 1.935 1.869 0.664463656 0.5555555560000001 0.381132075 3.28 0.5555555560000001 1.6 18 9
OTa_group2 11 1.94 1.7965 3.43 5.825 2.47 7.47205 11 81 2.05 2.07 0.544776119 1.22 1.99 0.644628099 0.86 4 3 1 1.38 2.27 2.63 2.475 0.378798641 0.413793103 0.166666667 4.65 0.413793103 1.7 21 11
SrTe_group2 14 1.15 2.083 3.49 3.745 1.525 4.4003 8 90 3.4 3.27 0.712041885 1.1 2.43 0.8409090909999999 0.42 0 1 1 1.25 1.195 1.755 1.5605 0.32336615399999996 0.7 0.520249221 3.08 0.7 1.2 18 8
OPt_group2 6 1.16 0.6495 1.94 6.57 2.86 8.04555 16 86 1.95 2.03 0.561538462 1.14 1.95 0.6115702479999999 0.94 4 3 1 1.41 1.89 2.615 2.665 0.391662225 0.444444444 0.17222222199999998 4.47 0.444444444 1.5 26 11
FNa_group2 16 3.05 7.5476 7.56 6.63 2.455 6.3116 8 20 2.3 2.26 0.467532468 1.64 2.35 0.974789916 0.06 1 1 1 2.89 3.324 2.335 2.531 0.876068341 0.27777777800000003 0.152830189 4.49 0.27777777800000003 2.6 18 9
FK_group2 16 3.16 7.2972 7.99 6.415 2.4 6.4368 8 28 2.7 2.75 0.35467980299999996 2.62 2.71 0.782894737 0.66 2 1 1 2.98 3.4589999999999996 2.29 2.4635 0.891401752 0.22727272699999998 0.10975609800000001 6.57 0.22727272699999998 3.4 18 9
MgSe_group2 14 1.24 2.7865 2.14 4.82 1.93 4.36775 8 46 2.65 2.52 0.852941176 0.4 1.42 0.651162791 0.6 1 1 1 1.23 1.141 1.925 1.8635 0.31492365899999997 0.7666666670000001 0.633004926 1.49 0.7666666670000001 0.7 18 9
NaBr_group2 16 2.03 3.8701 4.74 5.22 1.945 4.47285 8 46 2.95 2.68 0.74025974 0.8 2.98 0.6373626370000001 1.32 1 1 1 1.94 1.8159999999999998 1.86 1.777 0.609723572 0.638888889 0.452830189 2.9 0.638888889 1.3 18 9
MgS_group2 14 1.27 2.8713 2.47 4.985 1.945 4.41015 8 28 2.5 2.38 0.75 0.68 1.29 0.5 0.86 0 1 1 1.34 1.296 1.98 1.9409999999999998 0.361670072 0.666666667 0.541871921 1.86 0.666666667 1.0 18 9
FRb_group2 16 3.16 6.8968 8.07 6.375 2.4 6.6370000000000005 8 46 2.85 2.88 0.333333333 2.88 2.85 0.71686747 0.94 3 1 1 2.98 3.487 2.29 2.4495 0.891401752 0.212765957 0.09878048800000001 7.39 0.212765957 3.7 18 9
NaI_group2 16 1.73 3.3941 3.91 4.805 1.795 4.23485 8 64 3.2 2.87 0.8636363640000001 0.42 3.22 0.563106796 1.8 2 1 1 1.87 1.49 1.825 1.614 0.582814787 0.7777777779999999 0.598113208 2.13 0.7777777779999999 0.8 18 9
YTe_group2 13 0.88 2.0375 2.3 4.34 1.66 4.42305 9 91 3.2 2.98 0.839506173 0.52 2.15 0.936936937 0.14 0 3 1 0.97 1.038 1.895 1.639 0.20960700899999998 0.7777777779999999 0.568027211 2.54 0.756756757 0.9 19 9
FAg_group2 6 2.05 6.2332 5.97 7.425 2.955 6.9688 18 56 2.1 2.06 0.537313433 1.24 2.48 0.92248062 0.2 3 1 1 2.71 2.323 2.425 3.0315 0.840550018 0.3125 0.170526316 3.94 0.3125 2.2 28 12
YSb_group2 12 0.83 1.591 1.66 4.02 1.635 4.1998 8 90 3.25 3.02 0.864197531 0.44 1.94 0.865384615 0.28 0 3 1 0.73 0.8640000000000001 1.775 1.5519999999999998 0.124731865 0.805555556 0.600340136 2.35 0.783783784 0.8 18 9
FCs_group2 16 3.19 5.6528 8.23 6.295 2.385 7.2589999999999995 8 64 3.1 3.07 0.306382979 3.26 3.0 0.657458564 1.24 4 1 1 3.01 3.534 2.275 2.426 0.896172561 0.192307692 0.09396751699999999 7.81 0.192307692 4.2 18 9
YBi_group2 12 0.8 1.4245 1.5 3.94 1.62 4.11655 8 122 3.4 3.08 0.901234568 0.32 2.21 0.8888888890000001 0.26 1 3 1 0.73 0.89 1.775 1.565 0.124731865 0.8888888890000001 0.679251701 1.886 0.864864865 0.5 18 8
SLa_group2 13 1.48 1.329 3.12 4.66 1.84 5.1813 9 73 2.95 2.71 0.603550296 1.34 1.79 0.316176471 1.86 3 3 1 1.3 1.499 2.0 1.8395 0.34459374600000003 0.512820513 0.35714285700000004 3.96 0.512820513 1.9 19 10
SeYb_group2 13 1.45 0.2399 2.79 4.495 1.825 5.88095 9 104 2.9 2.72 0.7435897440000001 0.8 1.69 0.495575221 1.14 2 4 2 1.44 1.344 1.82 1.7619999999999998 0.40452745799999995 0.6571428570000001 0.35793871899999996 4.61 0.6571428570000001 1.2 19 10
BrAg_group2 6 1.03 2.5557 3.15 6.015 2.445 5.13005 18 82 2.75 2.48 0.850746269 0.4 3.11 0.708791209 1.06 1 1 1 1.76 0.815 1.95 2.2775 0.539019714 0.71875 0.505263158 2.35 0.71875 0.9 28 12
AsYb_group2 12 1.08 0.8289 2.2 4.2 1.64 5.58645 8 103 2.9 2.76 0.7692307690000001 0.72 1.85 0.637168142 0.82 2 4 2 1.17 1.121 1.685 1.6505 0.289811606 0.6571428570000001 0.39415041799999995 4.35 0.6571428570000001 1.2 18 9
AsTm_group2 12 0.93 0.6571 2.2 4.2 1.715 5.50055 8 102 2.9 2.76 0.7692307690000001 0.72 1.74 0.705882353 0.6 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.6571428570000001 0.39305555600000003 4.37 0.6571428570000001 1.2 18 9
AsEr_group2 12 0.94 0.4949 2.2 4.2 1.71 5.41945 8 101 2.9 2.77 0.76433121 0.74 1.75 0.6990291259999999 0.62 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.6571428570000001 0.38980716299999996 4.43 0.6571428570000001 1.2 18 9
AsHo_group2 12 0.95 0.3423 2.2 4.2 1.705 5.34315 8 100 2.9 2.78 0.759493671 0.76 1.76 0.692307692 0.64 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.6571428570000001 0.38767123299999995 4.47 0.6571428570000001 1.2 18 9
AsDy_group2 12 0.96 0.1994 2.2 4.2 1.7 5.2717 8 99 2.9 2.79 0.754716981 0.78 1.77 0.685714286 0.66 2 4 2 1.12 1.121 1.71 1.6505 0.269188706 0.6571428570000001 0.38555858299999995 4.51 0.6571428570000001 1.2 18 9
AsTb_group2 12 0.98 0.066 2.2 4.2 1.69 5.205 8 98 2.9 2.79 0.754716981 0.78 1.9 0.610169492 0.92 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.6571428570000001 0.36375321299999996 4.95 0.6571428570000001 1.2 18 9
AsGd_group2 12 0.98 0.0578 2.2 4.2 1.69 5.1431 8 97 2.95 2.81 0.745341615 0.82 1.8 0.666666667 0.72 2 4 2 1.17 1.121 1.685 1.6505 0.289811606 0.638888889 0.361892583 4.99 0.638888889 1.3 18 9
AsLu_group2 12 0.91 1.0104 2.2 4.2 1.725 5.6772 8 104 2.9 2.76 0.7692307690000001 0.72 1.72 0.72 0.56 2 3 1 1.07 1.121 1.735 1.6505 0.24890639899999997 0.6571428570000001 0.419881306 3.91 0.6571428570000001 1.2 18 9
AsEu_group2 12 2.18 0.1719 2.2 4.2 1.09 5.08605 8 96 3.0 3.05 0.648648649 1.3 2.03 0.549618321 1.18 2 4 2 1.12 1.121 1.71 1.6505 0.269188706 0.621621622 0.359137056 5.05 0.621621622 1.4 18 9
AsPm_group2 12 1.03 0.3714 2.2 4.2 1.665 4.9863 8 94 3.0 2.83 0.736196319 0.86 2.0 0.5625 1.12 2 4 2 1.12 1.121 1.71 1.6505 0.269188706 0.621621622 0.354636591 5.15 0.621621622 1.4 18 9
AsNd_group2 12 1.04 0.4568 2.2 4.2 1.66 4.9436 8 93 3.0 3.04 0.6521739129999999 1.28 2.02 0.553846154 1.16 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.621621622 0.354636591 5.15 0.621621622 1.4 18 9
AsPr_group2 12 1.05 0.5325 2.2 4.2 1.655 4.90575 8 92 3.0 2.85 0.727272727 0.9 2.04 0.545454545 1.2 2 4 2 1.17 1.121 1.685 1.6505 0.289811606 0.621621622 0.31584821399999996 6.13 0.621621622 1.4 18 9
AsCe_group2 12 1.06 0.5986 2.2 4.2 1.65 4.8727 8 91 3.0 2.85 0.727272727 0.9 1.87 0.626086957 0.86 2 4 2 1.17 1.121 1.685 1.6505 0.289811606 0.621621622 0.314444444 6.17 0.621621622 1.4 18 9
AsLa_group2 12 1.08 0.6552 2.2 4.2 1.64 4.8444 8 90 3.1 2.89 0.710059172 0.98 2.08 0.529411765 1.28 2 3 1 0.92 1.121 1.81 1.6505 0.19071165199999998 0.58974359 0.459415584 3.33 0.58974359 1.6 18 9
AsTe_group2 1 0.08 0.2698 0.19 5.395 2.14 5.3069 11 85 2.55 2.56 0.882352941 0.32 1.83 0.648648649 0.78 1 2 0 0.11 0.053 2.325 2.1845 0.0030204290000000003 0.8214285709999999 0.8473053890000001 0.51 0.8214285709999999 0.5 31 12
AsSn_group2 1 0.22 0.5794 1.0 4.8 2.07 4.8823 9 83 2.6 2.61 0.85106383 0.42 1.41 0.958333333 0.06 1 2 0 0.39 0.387 2.075 2.0175 0.037311127 0.793103448 0.752659574 0.93 0.793103448 0.6 29 11
AsSm_group2 12 1.01 0.2765 2.2 4.2 1.675 5.03375 8 95 3.0 2.82 0.740740741 0.84 1.82 0.654545455 0.76 2 4 2 1.07 1.121 1.735 1.6505 0.24890639899999997 0.621621622 0.34178744 5.45 0.621621622 1.4 18 9
SeSr_group2 14 1.6 2.4022 3.89 3.945 1.75 4.5599 8 72 3.15 3.07 0.6073298429999999 1.5 1.88 0.424242424 1.52 1 1 1 1.41 1.4709999999999999 1.835 1.6985 0.391662225 0.575 0.40031152600000003 3.85 0.575 1.7 18 9
SeY_group2 13 1.33 2.3567 2.7 4.54 1.885 4.58265 9 73 2.95 2.78 0.716049383 0.92 1.6 0.538461538 0.96 1 3 1 1.13 1.314 1.975 1.777 0.27328797899999996 0.638888889 0.43707483 3.31 0.621621622 1.4 19 10
SeBa_group2 14 1.66 1.2911 3.49 4.145 1.72 5.11545 8 90 3.3 3.14 0.5858585860000001 1.64 2.05 0.375838926 1.86 2 1 1 1.46 1.5530000000000002 1.81 1.6575 0.41309951200000006 0.534883721 0.377718989 4.234 0.534883721 2.0 18 9
BrRb_group2 16 2.14 3.2193 5.25 4.965 1.89 4.79825 8 72 3.5 3.3 0.5277777779999999 2.04 3.48 0.9120879120000001 0.32 1 1 1 2.03 1.979 1.815 1.6955 0.643073357 0.489361702 0.292682927 5.8 0.489361702 2.4 18 9
SePb_group2 2 0.75 1.0206 1.99 4.895 2.175 5.2507 10 116 2.95 2.63 0.789115646 0.62 2.05 0.375838926 1.86 2 2 0 0.62 0.58 2.23 2.144 0.091626826 0.638888889 0.614832536 1.61 0.638888889 1.3 30 12
SBa_group2 14 1.69 1.3759 3.82 4.31 1.735 5.15785 8 72 3.15 3.0 0.515151515 1.92 1.92 0.288590604 2.12 3 1 1 1.57 1.7080000000000002 1.865 1.735 0.46002098399999997 0.46511627899999997 0.323339212 4.604 0.46511627899999997 2.3 18 9
